"Yr","Movie","DavidScore","MargScore","RvwDate","Link"
"2013","The Great Gatsby","3.5","3.0","2013-06-04","http://www.abc.net.au/atthemovies/txt/s3768245.htm",
"2013","Upstream Color","3.0","3.0","2013-08-20","http://www.abc.net.au/atthemovies/txt/s3826248.htm",
"2013","Diana","3.0","3.5","2013-10-15","http://www.abc.net.au/atthemovies/txt/s3855233.htm",
"2013","Gravity","4.0","4.5","2013-10-01","http://www.abc.net.au/atthemovies/txt/s3851222.htm",
"2013","Errors Of The Human Body","3.5","3.5","2013-06-25","http://www.abc.net.au/atthemovies/txt/s3780161.htm",
"2013","The Counselor","3.5","2.5","2013-11-05","http://www.abc.net.au/atthemovies/txt/s3875066.htm",
"2013","Blue Jasmine","4.5","3.5","2013-09-03","http://www.abc.net.au/atthemovies/txt/s3826259.htm",
"2013","Side Effects","3.0","3.0","2013-02-26","http://www.abc.net.au/atthemovies/txt/s3689382.htm",
"2013","Red Obsession","3.5","4.0","2013-08-13","http://www.abc.net.au/atthemovies/txt/s3814921.htm",
"2013","Oblivion","3.5","3.0","2013-04-16","http://www.abc.net.au/atthemovies/txt/s3720896.htm",
"2013","The Conjuring","2.5","2.5","2013-07-16","http://www.abc.net.au/atthemovies/txt/s3780180.htm",
"2013","Pain & Gain","2.0","2.0","2013-08-06","http://www.abc.net.au/atthemovies/txt/s3798453.htm",
"2013","American Hustle","4.5","4.5","2013-12-10","http://www.abc.net.au/atthemovies/txt/s3903348.htm",
"2013","Fill The Void","3.5","4.5","2013-11-19","http://www.abc.net.au/atthemovies/txt/s3891662.htm",
"2013","Greetings from Tim Buckley","3.0","2.0","2013-07-23","http://www.abc.net.au/atthemovies/txt/s3798377.htm",
"2013","Enough Said","3.5","4.0","2013-11-05","http://www.abc.net.au/atthemovies/txt/s3875070.htm",
"2013","Fallout","3.5","","2013-10-29","http://www.abc.net.au/atthemovies/txt/s3875047.htm",
"2013","Machete Kills","2.0","3.0","2013-10-22","http://www.abc.net.au/atthemovies/txt/s3860911.htm",
"2013","No","3.5","4.0","2013-04-16","http://www.abc.net.au/atthemovies/txt/s3720903.htm",
"2013","On My Way","3.0","3.5","2013-11-26","http://www.abc.net.au/atthemovies/txt/s3898261.htm",
"2013","A Good Day To Die Hard","2.5","3.0","2013-03-19","http://www.abc.net.au/atthemovies/txt/s3713458.htm",
"2013","The Bling Ring","3.0","3.5","2013-08-06","http://www.abc.net.au/atthemovies/txt/s3798972.htm",
"2013","The Silver Linings Playbook","4.0","4.0","2013-02-19","http://www.abc.net.au/atthemovies/txt/s3683778.htm",
"2013","About Time","3.5","3.5","2013-10-15","http://www.abc.net.au/atthemovies/txt/s3860883.htm",
"2013","Rush","4.5","4.0","2013-10-01","http://www.abc.net.au/atthemovies/txt/s3849722.htm",
"2013","Identity Thief","1","1.5","2013-04-02","http://www.abc.net.au/atthemovies/txt/s3720865.htm",
"2013","The Look Of Love","3.0","3.5","2013-07-02","http://www.abc.net.au/atthemovies/txt/s3780167.htm",
"2013","Rebelle","3.5","4.0","2013-03-12","http://www.abc.net.au/atthemovies/txt/s3697782.htm",
"2013","Antiviral","3.5","3.0","2013-04-23","http://www.abc.net.au/atthemovies/txt/s3732926.htm",
"2013","Kick-Ass 2","1.5","2.5","2013-08-20","http://www.abc.net.au/atthemovies/txt/s3814957.htm",
"2013","What's In A Name","3.0","3.0","2013-07-23","http://www.abc.net.au/atthemovies/txt/s3798378.htm",
"2013","I'm So Excited","2.0","3.5","2013-09-17","http://www.abc.net.au/atthemovies/txt/s3814925.htm",
"2013","Song For Marion","3.0","4.0","2013-04-23","http://www.abc.net.au/atthemovies/txt/s3732919.htm",
"2013","Prisoners","4.0","4.0","2013-10-08","http://www.abc.net.au/atthemovies/txt/s3854270.htm",
"2013","Margaret and David's Top 5 Films for 2013","","","2013-12-10","http://www.abc.net.au/atthemovies/txt/s3908586.htm",
"2013","The Hunt","4.0","4.5","2013-04-30","http://www.abc.net.au/atthemovies/txt/s3732935.htm",
"2013","The Wolverine","3.0","3.5","2013-07-23","http://www.abc.net.au/atthemovies/txt/s3798366.htm",
"2013","The Imposter","4.5","3.5","2013-02-26","http://www.abc.net.au/atthemovies/txt/s3689374.htm",
"2013","The Act Of Killing","3.0","4.0","2013-09-24","http://www.abc.net.au/atthemovies/txt/s3849714.htm",
"2013","Despicable Me 2","3.5","3.5","2013-06-18","http://www.abc.net.au/atthemovies/txt/s3780088.htm",
"2013","Epic","3.5","4.0","2013-06-25","http://www.abc.net.au/atthemovies/txt/s3780157.htm",
"2013","Everybody Has A Plan","3.5","2.0","2013-06-18","http://www.abc.net.au/atthemovies/txt/s3780091.htm",
"2013","Performance","4.0","4.0","2013-03-12","http://www.abc.net.au/atthemovies/txt/s3697779.htm",
"2013","Alan Patridge: Alpha Papa","3.0","4.0","2013-10-22","http://www.abc.net.au/atthemovies/txt/s3860908.htm",
"2013","Mud","3.5","4.0","2013-06-11","http://www.abc.net.au/atthemovies/txt/s3777351.htm",
"2013","The Other Son","3.5","3.5","2013-04-16","http://www.abc.net.au/atthemovies/txt/s3732913.htm",
"2013","Filth","3.0","4.0","2013-11-19","http://www.abc.net.au/atthemovies/txt/s3891661.htm",
"2013","A Lady In Paris","2.0","3.5","2013-06-11","http://www.abc.net.au/atthemovies/txt/s3777348.htm",
"2013","In The Fog","4.0","3.0","2013-03-12","http://www.abc.net.au/atthemovies/txt/s3697738.htm",
"2013","L'Avventura","","","2013-07-02","http://www.abc.net.au/atthemovies/txt/s3780169.htm",
"2013","Cosmic Psychos - Bloke's You Can Trust","3.0","3.0","2013-07-30","http://www.abc.net.au/atthemovies/txt/s3798388.htm",
"2013","Runner Runner","1.5","3.0","2013-10-01","http://www.abc.net.au/atthemovies/txt/s3849724.htm",
"2013","Tabu","4.0","4.5","2013-05-14","http://www.abc.net.au/atthemovies/txt/s3750456.htm",
"2013","Spring Breakers","3.0","3.5","2013-05-07","http://www.abc.net.au/atthemovies/txt/s3732915.htm",
"2013","The Secret Life Of Walter Mitty","4.0","4.5","2013-12-10","http://www.abc.net.au/atthemovies/txt/s3903331.htm",
"2013","Man Of Steel","3.5","3.0","2013-06-25","http://www.abc.net.au/atthemovies/txt/s3780093.htm",
"2013","Olympus Has Fallen","2.5","2.5","2013-04-16","http://www.abc.net.au/atthemovies/txt/s3720895.htm",
"2013","The Turning","3.5","4.0","2013-09-17","http://www.abc.net.au/atthemovies/txt/s3846630.htm",
"2013","The Reluctant Fundamentalist","4.0","4.0","2013-05-21","http://www.abc.net.au/atthemovies/txt/s3750461.htm",
"2013","Stories We Tell","4.0","4.5","2013-09-24","http://www.abc.net.au/atthemovies/txt/s3849675.htm",
"2013","The Internship","2.0","2.0","2013-06-11","http://www.abc.net.au/atthemovies/txt/s3777346.htm",
"2013","Ender's Game","2.5","2.5","2013-12-02","http://www.abc.net.au/atthemovies/txt/s3898562.htm",
"2013","Red 2","3.5","4.0","2013-08-27","http://www.abc.net.au/atthemovies/txt/s3827510.htm",
"2013","Pacific Rim","3.5","3.0","2013-07-16","http://www.abc.net.au/atthemovies/txt/s3798365.htm",
"2013","Sister","3.5","3.5","2013-10-29","http://www.abc.net.au/atthemovies/txt/s3860915.htm",
"2013","Broken","4.5","3.5","2013-05-14","http://www.abc.net.au/atthemovies/txt/s3750457.htm",
"2013","Stranger By The Lake","3.5","3.5","2013-10-15","http://www.abc.net.au/atthemovies/txt/s3860885.htm",
"2013","The Way Way Back","4.0","3.5","2013-07-30","http://www.abc.net.au/atthemovies/txt/s3798374.htm",
"2013","Cheerful Weather For The Wedding","2.0","2.0","2013-04-23","http://www.abc.net.au/atthemovies/txt/s3732918.htm",
"2013","12 Years A Slave","4.5","4.5","2013-12-10","http://www.abc.net.au/atthemovies/txt/s3903347.htm",
"2013","Thor: The Dark World","1.5","2.0","2013-10-29","http://www.abc.net.au/atthemovies/txt/s3875045.htm",
"2006","Shortbus","4.0","3.5","2006-11-01","http://www.abc.net.au/atthemovies/txt/s1768163.htm",
"2006","Kenny","2.5","4.5","2006-08-09","http://www.abc.net.au/atthemovies/txt/s1697820.htm",
"2006","Take The Lead","2.0","3.0","2006-05-24","http://www.abc.net.au/atthemovies/txt/s1630597.htm",
"2006","The New World","4.0","5.0","2006-04-26","http://www.abc.net.au/atthemovies/txt/s1622766.htm",
"2006","The Squid And The Whale","4.5","4.0","2006-04-05","http://www.abc.net.au/atthemovies/txt/s1601600.htm",
"2006","She's The Man","0.5","3.5","2006-04-05","http://www.abc.net.au/atthemovies/txt/s1601626.htm",
"2006","An Inconvenient Truth","4.0","4.0","2006-09-06","http://www.abc.net.au/atthemovies/txt/s1720229.htm",
"2006","The Story Of My Life","3.5","3.0","2006-11-15","http://www.abc.net.au/atthemovies/txt/s1777373.htm",
"2006","The Cave Of The Yellow Dog","3.5","3.5","2006-09-27","http://www.abc.net.au/atthemovies/txt/s1747714.htm",
"2006","The Pink Panther","1.5","1","2006-03-08","http://www.abc.net.au/atthemovies/txt/s1577898.htm",
"2006","Kanyini","","3.5","2006-08-23","http://www.abc.net.au/atthemovies/txt/s1714268.htm",
"2006","The Da Vinci Code","","2.5","2006-05-24","http://www.abc.net.au/atthemovies/txt/s1630627.htm",
"2006","Jindabyne","4.5","4.0","2006-07-12","http://www.abc.net.au/atthemovies/txt/s1675402.htm",
"2006","Hunt Angels","4.0","3.0","2006-11-29","http://www.abc.net.au/atthemovies/txt/s1789059.htm",
"2006","Hostel","0","2.0","2006-02-22","http://www.abc.net.au/atthemovies/txt/s1569691.htm",
"2006","A Prairie Home Companion","4.5","4.5","2006-10-04","http://www.abc.net.au/atthemovies/txt/s1747756.htm",
"2006","Proof","2.0","3.0","2006-03-15","http://www.abc.net.au/atthemovies/txt/s1588936.htm",
"2006","Stormbreaker","2.5","2.5","2006-08-30","http://www.abc.net.au/atthemovies/txt/s1719824.htm",
"2006","Opal Dream","2.5","","2006-09-06","http://www.abc.net.au/atthemovies/txt/s1720111.htm",
"2006","Sione's Wedding","3.0","3.5","2006-07-12","http://www.abc.net.au/atthemovies/txt/s1675474.htm",
"2006","The Chumscrubber","3.5","3.5","2006-06-07","http://www.abc.net.au/atthemovies/txt/s1652785.htm",
"2006","Wordplay","3.5","3.5","2006-10-25","http://www.abc.net.au/atthemovies/txt/s1768115.htm",
"2006","Trust The Man","3.0","3.0","2006-10-25","http://www.abc.net.au/atthemovies/txt/s1768103.htm",
"2006","Clerks 11","3.0","1.5","2006-08-30","http://www.abc.net.au/atthemovies/txt/s1719831.htm",
"2006","Talladega Nights: The Ballad of Ricky Bobby","3.0","1.5","2006-09-20","http://www.abc.net.au/atthemovies/txt/s1743393.htm",
"2006","Confetti","2.0","4.0","2006-07-26","http://www.abc.net.au/atthemovies/txt/s1685725.htm",
"2006","Fast Food Nation","3.5","3.0","2006-10-18","http://www.abc.net.au/atthemovies/txt/s1758623.htm",
"2006","Separate Lies","3.5","4.5","2006-05-17","http://www.abc.net.au/atthemovies/txt/s1630770.htm",
"2006","The Child","4.0","5.0","2006-08-16","http://www.abc.net.au/atthemovies/txt/s1714127.htm",
"2006","Don't  Come Knocking","3.0","","2006-07-05","http://www.abc.net.au/atthemovies/txt/s1674945.htm",
"2006","The Libertine","3.5","4.0","2006-07-26","http://www.abc.net.au/atthemovies/txt/s1688216.htm",
"2006","Basic Instinct 2","2.5","2.0","2006-03-29","http://www.abc.net.au/atthemovies/txt/s1600221.htm",
"2006","The Weatherman","2.5","3.5","2006-03-22","http://www.abc.net.au/atthemovies/txt/s1588984.htm",
"2006","X-Men: The Last Stand","","2.5","2006-05-17","http://www.abc.net.au/atthemovies/txt/s1630847.htm",
"2006","C.R.A.Z.Y.","2.0","3.5","2006-08-30","http://www.abc.net.au/atthemovies/txt/s1719967.htm",
"2006","World Trade Center","3.5","3.5","2006-10-04","http://www.abc.net.au/atthemovies/txt/s1747874.htm",
"2006","Lassie","3.0","3.0","2006-03-08","http://www.abc.net.au/atthemovies/txt/s1577918.htm",
"2006","Manderlay","1","2.5","2006-11-29","http://www.abc.net.au/atthemovies/txt/s1788997.htm",
"2006","My Super Ex-Girlfriend","2.0","2.5","2006-07-19","http://www.abc.net.au/atthemovies/txt/s1685100.htm",
"2006","Suburban Mayhem","4.0","4.5","2006-10-18","http://www.abc.net.au/atthemovies/txt/s1755542.htm",
"2006","Rebound","0","0.5","2006-04-12","http://www.abc.net.au/atthemovies/txt/s1609908.htm",
"2006","Cars","3.5","","2006-06-14","http://www.abc.net.au/atthemovies/txt/s1653041.htm",
"2006","The Break-Up","2.5","4.0","2006-06-14","http://www.abc.net.au/atthemovies/txt/s1653093.htm",
"2006","When A Stranger Calls","2.5","2.0","2006-03-15","http://www.abc.net.au/atthemovies/txt/s1588924.htm",
"2006","Jarhead","3.5","3.0","2006-02-15","http://www.abc.net.au/atthemovies/txt/s1569511.htm",
"2006","Marie Antoinette","3.0","3.5","2006-12-17","http://www.abc.net.au/atthemovies/txt/s1801757.htm",
"2006","Brick","3.5","3.5","2006-08-09","http://www.abc.net.au/atthemovies/txt/s1697543.htm",
"2006","Oliver Twist","4.0","3.5","2006-06-14","http://www.abc.net.au/atthemovies/txt/s1653007.htm",
"2006","Derailed","2.5","1.5","2006-02-22","http://www.abc.net.au/atthemovies/txt/s1569661.htm",
"2006","Junebug","3.5","4.0","2006-06-28","http://www.abc.net.au/atthemovies/txt/s1663699.htm",
"2006","Inside Man","3.5","3.5","2006-03-29","http://www.abc.net.au/atthemovies/txt/s1599749.htm",
"2006","Mission Impossible III","3.5","3.5","2006-05-10","http://www.abc.net.au/atthemovies/txt/s1634902.htm",
"2006","The Wind That Shakes The Barley","4.0","3.5","2006-09-20","http://www.abc.net.au/atthemovies/txt/s1743453.htm",
"2006","Aeon Flux","1","3.5","2006-03-15","http://www.abc.net.au/atthemovies/txt/s1588894.htm",
"2006","Pan's Labyrinth","4.5","4.5","2006-12-17","http://www.abc.net.au/atthemovies/txt/s1802015.htm",
"2006","Water","4.0","4.0","2006-04-05","http://www.abc.net.au/atthemovies/txt/s1601569.htm",
"2006","3 Iron","3.5","4.0","2006-08-02","http://www.abc.net.au/atthemovies/txt/s1697154.htm",
"2006","The Devil Wears Prada","3.5","3.5","2006-09-27","http://www.abc.net.au/atthemovies/txt/s1747690.htm",
"2006","Irresistible","3.0","4.0","2006-10-04","http://www.abc.net.au/atthemovies/txt/s1747797.htm",
"2006","Breaking and Entering","3.5","4.0","2006-12-17","http://www.abc.net.au/atthemovies/txt/s1801804.htm",
"2006","Capote","4.5","5.0","2006-02-15","http://www.abc.net.au/atthemovies/txt/s1569443.htm",
"2006","Volver","4.0","4.0","2006-12-17","http://www.abc.net.au/atthemovies/txt/s1802201.htm",
"2006","Live and Become","4.0","4.5","2006-04-05","http://www.abc.net.au/atthemovies/txt/s1601742.htm",
"2006","On A Clear Day","3.0","2.5","2006-04-19","http://www.abc.net.au/atthemovies/txt/s1609012.htm",
"2006","Ushpizin","3.5","3.5","2006-02-22","http://www.abc.net.au/atthemovies/txt/s1569807.htm",
"2006","The Covenant","1.5","2.0","2006-10-11","http://www.abc.net.au/atthemovies/txt/s1756185.htm",
"2006","Macbeth","2.0","1","2006-09-27","http://www.abc.net.au/atthemovies/txt/s1747905.htm",
"2006","Ice Age 2","2.5","3.5","2006-04-12","http://www.abc.net.au/atthemovies/txt/s1613369.htm",
"2006","Breakfast on Pluto","3.5","2.0","2006-08-16","http://www.abc.net.au/atthemovies/txt/s1714103.htm",
"2006","Brasileirinho","4.0","4.0","2006-06-14","http://www.abc.net.au/atthemovies/txt/s1652818.htm",
"2006","Monster House","3.0","4.0","2006-09-20","http://www.abc.net.au/atthemovies/txt/s1743444.htm",
"2006","A Good Year","2.5","3.5","2006-11-08","http://www.abc.net.au/atthemovies/txt/s1776985.htm",
"2006","Last Holiday","1.5","3.5","2006-05-24","http://www.abc.net.au/atthemovies/txt/s1630526.htm",
"2006","Deja Vu","4.0","4.0","2006-12-17","http://www.abc.net.au/atthemovies/txt/s1802058.htm",
"2006","Hustle & Flow","4.0","3.5","2006-03-01","http://www.abc.net.au/atthemovies/txt/s1577777.htm",
"2006","The Hills Have Eyes","3.0","2.5","2006-04-19","http://www.abc.net.au/atthemovies/txt/s1613013.htm",
"2006","Last Train To Freo","1.5","4.0","2006-09-20","http://www.abc.net.au/atthemovies/txt/s1743495.htm",
"2006","The Caiman","3.0","3.5","2006-11-22","http://www.abc.net.au/atthemovies/txt/s1788518.htm",
"2006","Firewall","3.0","2.5","2006-03-01","http://www.abc.net.au/atthemovies/txt/s1577678.htm",
"2006","The Last Trapper","3.5","3.0","2006-10-04","http://www.abc.net.au/atthemovies/txt/s1747821.htm",
"2006","Offside","4.0","4.0","2006-09-27","http://www.abc.net.au/atthemovies/txt/s1747740.htm",
"2006","Favourite Films For 2006","","","2006-12-17","http://www.abc.net.au/atthemovies/txt/s1811652.htm",
"2006","Happy Feet","5.0","4.5","2006-12-17","http://www.abc.net.au/atthemovies/txt/s1801725.htm",
"2006","River Queen","2.0","3.5","2006-07-05","http://www.abc.net.au/atthemovies/txt/s1674857.htm",
"2006","The White Countess","2.0","3.5","2006-04-26","http://www.abc.net.au/atthemovies/txt/s1622828.htm",
"2006","Kinky Boots","3.5","3.5","2006-03-01","http://www.abc.net.au/atthemovies/txt/s1577718.htm",
"2006","Lord of War","4.0","3.5","2006-02-15","http://www.abc.net.au/atthemovies/txt/s1569386.htm",
"2006","Footy Legends","3.5","3.5","2006-08-02","http://www.abc.net.au/atthemovies/txt/s1697224.htm",
"2006","The King","3.0","3.0","2006-03-08","http://www.abc.net.au/atthemovies/txt/s1577868.htm",
"2006","Brothers","3.5","4.0","2006-05-03","http://www.abc.net.au/atthemovies/txt/s1623065.htm",
"2006","The Fast and the Furious: Tokyo Drift","1","3.5","2006-06-21","http://www.abc.net.au/atthemovies/txt/s1666377.htm",
"2006","Failure To Launch","2.5","3.0","2006-04-12","http://www.abc.net.au/atthemovies/txt/s1608478.htm",
"2006","Final Destination 3","2.5","","2006-04-19","http://www.abc.net.au/atthemovies/txt/s1610064.htm",
"2006","Half-Light","2.0","1.5","2006-07-19","http://www.abc.net.au/atthemovies/txt/s1685675.htm",
"2006","Fearless","3.0","3.0","2006-08-23","http://www.abc.net.au/atthemovies/txt/s1714191.htm",
"2006","No. 2","2.5","3.5","2006-10-25","http://www.abc.net.au/atthemovies/txt/s1772587.htm",
"2006","Cry Wolf","2.0","1.5","2006-03-22","http://www.abc.net.au/atthemovies/txt/s1589047.htm",
"2006","Kokoda","4.0","3.5","2006-04-19","http://www.abc.net.au/atthemovies/txt/s1608925.htm",
"2006","Stranger than Fiction","4.0","4.5","2006-12-17","http://www.abc.net.au/atthemovies/txt/s1803891.htm",
"2006","Flushed Away","4.0","","2006-12-17","http://www.abc.net.au/atthemovies/txt/s1801893.htm",
"2006","Wah Wah","4.0","4.0","2006-06-21","http://www.abc.net.au/atthemovies/txt/s1663596.htm",
"2006","Tsotsi","4.5","4.0","2006-04-05","http://www.abc.net.au/atthemovies/txt/s1601722.htm",
"2006","Dreamer","3.0","","2006-03-08","http://www.abc.net.au/atthemovies/txt/s1578004.htm",
"2006","Like Minds","2.5","3.5","2006-11-08","http://www.abc.net.au/atthemovies/txt/s1776751.htm",
"2006","Friends With Money","4.0","4.0","2006-08-23","http://www.abc.net.au/atthemovies/txt/s1714184.htm",
"2006","Who Killed The Electric Car?","4.0","3.5","2006-11-01","http://www.abc.net.au/atthemovies/txt/s1768677.htm",
"2006","The Lake House","1.5","3.0","2006-07-26","http://www.abc.net.au/atthemovies/txt/s1685756.htm",
"2006","Mrs Palfrey At The Claremont","1.5","3.5","2006-10-25","http://www.abc.net.au/atthemovies/txt/s1768030.htm",
"2006","Rent","3.5","3.0","2006-03-01","http://www.abc.net.au/atthemovies/txt/s1577579.htm",
"2006","The Prestige","3.5","4.0","2006-11-15","http://www.abc.net.au/atthemovies/txt/s1777664.htm",
"2006","Match Point","4.5","3.0","2006-02-22","http://www.abc.net.au/atthemovies/txt/s1569602.htm",
"2006","Dave Chappelle's Block Party","3.0","3.5","2006-05-03","http://www.abc.net.au/atthemovies/txt/s1631735.htm",
"2006","Keeping Up With The Steins","2.5","3.0","2006-11-01","http://www.abc.net.au/atthemovies/txt/s1768167.htm",
"2006","Poseidon","2.0","3.0","2006-06-07","http://www.abc.net.au/atthemovies/txt/s1652681.htm",
"2006","Transamerica","3.5","4.0","2006-02-22","http://www.abc.net.au/atthemovies/txt/s1569580.htm",
"2006","Tristram Shandy: A Cock & Bull Story","4.5","4.0","2006-06-28","http://www.abc.net.au/atthemovies/txt/s1663723.htm",
"2006","Go For Zucker","3.5","3.0","2006-05-03","http://www.abc.net.au/atthemovies/txt/s1623194.htm",
"2006","Casino Royale","4.0","4.0","2006-11-29","http://www.abc.net.au/atthemovies/txt/s1788959.htm",
"2006","The Light","3.5","3.5","2006-11-22","http://www.abc.net.au/atthemovies/txt/s1788454.htm",
"2006","Em 4 Jay","2.5","3.0","2006-09-20","http://www.abc.net.au/atthemovies/txt/s1743505.htm",
"2006","Lady In The Water","1.5","3.5","2006-09-06","http://www.abc.net.au/atthemovies/txt/s1720166.htm",
"2006","The Omen","3.0","3.5","2006-06-07","http://www.abc.net.au/atthemovies/txt/s1652714.htm",
"2006","Syriana","4.0","4.0","2006-02-15","http://www.abc.net.au/atthemovies/txt/s1569246.htm",
"2006","The Three Burials Of Melquiades Estrada","4.5","3.5","2006-05-17","http://www.abc.net.au/atthemovies/txt/s1630849.htm",
"2006","The Tiger And The Snow","3.5","2.5","2006-10-18","http://www.abc.net.au/atthemovies/txt/s1755487.htm",
"2006","The Black Dahlia","3.5","2.5","2006-11-15","http://www.abc.net.au/atthemovies/txt/s1777317.htm",
"2006","Miss Potter","3.5","3.5","2006-12-17","http://www.abc.net.au/atthemovies/txt/s1801925.htm",
"2006","Tristan & Isolde","3.0","4.0","2006-03-08","http://www.abc.net.au/atthemovies/txt/s1578859.htm",
"2006","The Pursuit of Happyness","4.0","4.0","2006-12-17","http://www.abc.net.au/atthemovies/txt/s1802164.htm",
"2006","Eight Below","3.0","4.0","2006-04-12","http://www.abc.net.au/atthemovies/txt/s1608501.htm",
"2006","Zathura","3.5","3.5","2006-03-08","http://www.abc.net.au/atthemovies/txt/s1578029.htm",
"2006","A History of Violence","4.0","4.5","2006-03-01","http://www.abc.net.au/atthemovies/txt/s1580979.htm",
"2006","16 Blocks","3.5","2.0","2006-07-19","http://www.abc.net.au/atthemovies/txt/s1685627.htm",
"2006","48 Shades","3.0","2.0","2006-08-30","http://www.abc.net.au/atthemovies/txt/s1720012.htm",
"2006","A Scanner Darkly","3.0","2.5","2006-11-29","http://www.abc.net.au/atthemovies/txt/s1789023.htm",
"2006","The White Masai","2.5","3.5","2006-07-19","http://www.abc.net.au/atthemovies/txt/s1685652.htm",
"2006","Lemming","3.0","3.5","2006-10-25","http://www.abc.net.au/atthemovies/txt/s1768126.htm",
"2006","Miami Vice","3.5","3.0","2006-08-09","http://www.abc.net.au/atthemovies/txt/s1697313.htm",
"2006","Charlotte's Web","","4.0","2006-12-17","http://www.abc.net.au/atthemovies/txt/s1802084.htm",
"2006","The Road to Guantanamo","4.0","5.0","2006-11-08","http://www.abc.net.au/atthemovies/txt/s1776846.htm",
"2006","The Sentinel","3.0","3.5","2006-08-02","http://www.abc.net.au/atthemovies/txt/s1697054.htm",
"2006","United 93","4.0","4.0","2006-08-09","http://www.abc.net.au/atthemovies/txt/s1697830.htm",
"2006","V For Vendetta","3.5","3.5","2006-03-29","http://www.abc.net.au/atthemovies/txt/s1601485.htm",
"2006","The Ringer","1","3.0","2006-04-26","http://www.abc.net.au/atthemovies/txt/s1622813.htm",
"2006","L'enfer (Hell)","3.5","2.5","2006-06-21","http://www.abc.net.au/atthemovies/txt/s1663627.htm",
"2006","Solo","4.0","3.5","2006-07-05","http://www.abc.net.au/atthemovies/txt/s1674915.htm",
"2006","Lost and Found","2.0","2.5","2006-04-26","http://www.abc.net.au/atthemovies/txt/s1622792.htm",
"2006","Slither","2.5","3.0","2006-05-10","http://www.abc.net.au/atthemovies/txt/s1634909.htm",
"2006","The Book of Revelation","4.0","4.0","2006-09-06","http://www.abc.net.au/atthemovies/txt/s1720198.htm",
"2006","49 Up","3.0","4.0","2006-08-02","http://www.abc.net.au/atthemovies/txt/s1697276.htm",
"2006","The Manual of Love","3.5","4.0","2006-03-22","http://www.abc.net.au/atthemovies/txt/s1589024.htm",
"2006","Ballets Russes","4.0","3.5","2006-05-17","http://www.abc.net.au/atthemovies/txt/s1630854.htm",
"2006","Over The Hedge","3.5","3.0","2006-06-21","http://www.abc.net.au/atthemovies/txt/s1653975.htm",
"2006","Children of Men","4.0","4.0","2006-10-11","http://www.abc.net.au/atthemovies/txt/s1756228.htm",
"2006","Unfolding Florence","4.0","3.5","2006-08-23","http://www.abc.net.au/atthemovies/txt/s1714241.htm",
"2006","Metal: A Headbanger's Journey","3.5","4.0","2006-11-08","http://www.abc.net.au/atthemovies/txt/s1777309.htm",
"2006","Beyond The Sea","3.5","3.0","2006-07-12","http://www.abc.net.au/atthemovies/txt/s1675427.htm",
"2006","Superman Returns","3.0","3.0","2006-06-28","http://www.abc.net.au/atthemovies/txt/s1663651.htm",
"2006","Sketches of Frank Gehry","4.0","4.5","2006-10-11","http://www.abc.net.au/atthemovies/txt/s1756316.htm",
"2006","Man About Town","2.5","2.5","2006-08-23","http://www.abc.net.au/atthemovies/txt/s1714220.htm",
"2006","2:37","3.0","3.5","2006-08-16","http://www.abc.net.au/atthemovies/txt/s1714056.htm",
"2006","Two For The Money","3.0","3.5","2006-05-10","http://www.abc.net.au/atthemovies/txt/s1629941.htm",
"2006","Silent Hill","1.5","1.5","2006-08-30","http://www.abc.net.au/atthemovies/txt/s1720879.htm",
"2006","The Devil and Daniel Johnston","3.5","4.0","2006-07-26","http://www.abc.net.au/atthemovies/txt/s1685776.htm",
"2006","Happy Endings","3.0","4.0","2006-03-22","http://www.abc.net.au/atthemovies/txt/s1589057.htm",
"2006","BoyTown","2.5","4.0","2006-10-18","http://www.abc.net.au/atthemovies/txt/s1756113.htm",
"2006","Little Manhattan","","3.0","2006-03-15","http://www.abc.net.au/atthemovies/txt/s1588968.htm",
"2006","The World's Fastest Indian","4.0","3.0","2006-03-29","http://www.abc.net.au/atthemovies/txt/s1599863.htm",
"2006","Hidden","4.0","4.5","2006-04-26","http://www.abc.net.au/atthemovies/txt/s1622819.htm",
"2006","Borat: Cultural Learnings of America For Make Benefit Glorious Nation Of Kazakhstan","3.0","2.5","2006-11-22","http://www.abc.net.au/atthemovies/txt/s1788384.htm",
"2006","The Descent","3.0","4.0","2006-11-22","http://www.abc.net.au/atthemovies/txt/s1788365.htm",
"2006","American Dreamz","3.5","3.0","2006-04-19","http://www.abc.net.au/atthemovies/txt/s1608967.htm",
"2006","Sophie Scholl - The Final Days","3.0","4.0","2006-07-26","http://www.abc.net.au/atthemovies/txt/s1685783.htm",
"2006","The Ax","4.0","3.0","2006-05-24","http://www.abc.net.au/atthemovies/txt/s1630751.htm",
"2006","Love In The First Degree","2.5","3.0","2006-05-10","http://www.abc.net.au/atthemovies/txt/s1629953.htm",
"2006","Little Miss Sunshine","4.0","4.0","2006-10-04","http://www.abc.net.au/atthemovies/txt/s1747780.htm",
"2006","The Wrong Man","3.0","3.0","2006-11-08","http://www.abc.net.au/atthemovies/txt/s1776827.htm",
"2006","March Of The Penguins","3.0","3.5","2006-03-22","http://www.abc.net.au/atthemovies/txt/s1588803.htm",
"2006","Casanova","4.0","4.0","2006-02-15","http://www.abc.net.au/atthemovies/txt/s1569357.htm",
