"Yr","Movie","DavidScore","MargScore","RvwDate","Link"
"2008","The Forbidden Kingdom","3.0","2.5","2008-07-23","http://www.abc.net.au/atthemovies/txt/s2284385.htm",
"2008","Transylvania","3.0","3.0","2008-04-30","http://www.abc.net.au/atthemovies/txt/s2213452.htm",
"2008","Get Smart","3.0","3.5","2008-06-25","http://www.abc.net.au/atthemovies/txt/s2265631.htm",
"2008","Young@heart","3.5","3.0","2008-10-15","http://www.abc.net.au/atthemovies/txt/s2374365.htm",
"2008","Closing the Ring","1.5","2.5","2008-03-05","http://www.abc.net.au/atthemovies/txt/s2163011.htm",
"2008","Glass - A Portrait Of Philip In Twelve Parts","3.0","4.0","2008-11-12","http://www.abc.net.au/atthemovies/txt/s2402353.htm",
"2008","Margot At The Wedding","3.0","4.0","2008-02-20","http://www.abc.net.au/atthemovies/txt/s2144907.htm",
"2008","Moliere","4.0","3.5","2008-04-30","http://www.abc.net.au/atthemovies/txt/s2219764.htm",
"2008","Garbage Warrior","3.5","3.0","2008-08-20","http://www.abc.net.au/atthemovies/txt/s2317859.htm",
"2008","Madagascar - Escape 2 Africa","4.0","3.0","2008-12-14","http://www.abc.net.au/atthemovies/txt/s2426078.htm",
"2008","Deception","3.0","3.0","2008-04-23","http://www.abc.net.au/atthemovies/txt/s2213592.htm",
"2008","Lemon Tree","4.0","4.0","2008-10-01","http://www.abc.net.au/atthemovies/txt/s2367971.htm",
"2008","Rats and Cats","3.0","3.0","2008-05-14","http://www.abc.net.au/atthemovies/txt/s2230188.htm",
"2008","The Tender Hook","3.0","3.0","2008-09-20","http://www.abc.net.au/atthemovies/txt/s2349944.htm",
"2008","Tropic Thunder","3.5","3.5","2008-08-20","http://www.abc.net.au/atthemovies/txt/s2317845.htm",
"2008","Mamma Mia!","3.5","2.0","2008-07-09","http://www.abc.net.au/atthemovies/txt/s2276347.htm",
"2008","Pineapple Express","2.5","3.5","2008-08-06","http://www.abc.net.au/atthemovies/txt/s2297991.htm",
"2008","Not Quite Hollywood","3.5","4.0","2008-08-27","http://www.abc.net.au/atthemovies/txt/s2335418.htm",
"2008","Hancock","2.5","3.0","2008-07-02","http://www.abc.net.au/atthemovies/txt/s2276164.htm",
"2008","The Secret Of The Grain","2.5","4.0","2008-03-19","http://www.abc.net.au/atthemovies/txt/s2178354.htm",
"2008","Funny Games","3.0","2.5","2008-09-03","http://www.abc.net.au/atthemovies/txt/s2335611.htm",
"2008","Towelhead","3.5","2.0","2008-10-08","http://www.abc.net.au/atthemovies/txt/s2355353.htm",
"2008","And When Did You Last See Your Father?","3.0","3.5","2008-07-23","http://www.abc.net.au/atthemovies/txt/s2284414.htm",
"2008","Man On Wire","4.0","4.0","2008-10-15","http://www.abc.net.au/atthemovies/txt/s2372173.htm",
"2008","Australia","3.5","3.5","2008-11-26","http://www.abc.net.au/atthemovies/txt/s2412340.htm",
"2008","Whaledreamers","2.5","3.5","2008-09-24","http://www.abc.net.au/atthemovies/txt/s2367928.htm",
"2008","St. Trinian's","2.5","2.5","2008-03-26","http://www.abc.net.au/atthemovies/txt/s2189507.htm",
"2008","Happy-Go-Lucky","3.0","4.0","2008-06-25","http://www.abc.net.au/atthemovies/txt/s2265598.htm",
"2008","Where In The World Is Osama Bin Laden?","1.5","1","2008-08-13","http://www.abc.net.au/atthemovies/txt/s2329241.htm",
"2008","Stop Loss","4.0","4.0","2008-08-06","http://www.abc.net.au/atthemovies/txt/s2298044.htm",
"2008","The Band's Visit","4.5","4.0","2008-06-25","http://www.abc.net.au/atthemovies/txt/s2265615.htm",
"2008","Brick Lane","3.5","3.5","2008-03-19","http://www.abc.net.au/atthemovies/txt/s2178332.htm",
"2008","The Bank Job","3.5","4.0","2008-07-30","http://www.abc.net.au/atthemovies/txt/s2297923.htm",
"2008","What Happens In Vegas","1","1","2008-05-07","http://www.abc.net.au/atthemovies/txt/s2229416.htm",
"2008","We Own The Night","3.5","3.0","2008-02-27","http://www.abc.net.au/atthemovies/txt/s2170058.htm",
"2008","Paris","3.0","3.0","2008-04-16","http://www.abc.net.au/atthemovies/txt/s2201559.htm",
"2008","Spirit Of The Marathon","","3.0","2008-10-29","http://www.abc.net.au/atthemovies/txt/s2391523.htm",
"2008","Angus Thongs And Perfect Snogging","3.5","2.0","2008-09-20","http://www.abc.net.au/atthemovies/txt/s2349302.htm",
"2008","Global Haywire","3.0","4.0","2008-04-09","http://www.abc.net.au/atthemovies/txt/s2200791.htm",
"2008","Trailer Park Boys","2.5","3.5","2008-10-15","http://www.abc.net.au/atthemovies/txt/s2374402.htm",
"2008","Sex Drive","3.0","2.5","2008-11-12","http://www.abc.net.au/atthemovies/txt/s2402328.htm",
"2008","Gone Baby Gone","4.0","4.5","2008-04-09","http://www.abc.net.au/atthemovies/txt/s2201400.htm",
"2008","The Happening","2.5","2.5","2008-06-18","http://www.abc.net.au/atthemovies/txt/s2266251.htm",
"2008","In Bruges","3.5","3.5","2008-08-27","http://www.abc.net.au/atthemovies/txt/s2335261.htm",
"2008","Wall - E","4.0","3.5","2008-09-20","http://www.abc.net.au/atthemovies/txt/s2349317.htm",
"2008","Sex And The City","1","4.0","2008-06-04","http://www.abc.net.au/atthemovies/txt/s2258482.htm",
"2008","Slumdog Millionaire","4.5","4.5","2008-12-14","http://www.abc.net.au/atthemovies/txt/s2426044.htm",
"2008","Un Secret","4.0","4.0","2008-05-14","http://www.abc.net.au/atthemovies/txt/s2230050.htm",
"2008","My Best Friend's Girl","1.5","3.0","2008-10-08","http://www.abc.net.au/atthemovies/txt/s2372270.htm",
"2008","Brideshead Revisited","2.5","3.5","2008-10-22","http://www.abc.net.au/atthemovies/txt/s2379485.htm",
"2012","Dr Seuss' The Lorax","3.5","3.5","2012-03-28","http://www.abc.net.au/atthemovies/txt/s3441523.htm",
"2012","Le Havre","4.5","4.0","2012-03-21","http://www.abc.net.au/atthemovies/txt/s3442317.htm",
"2012","Prometheus","3.5","3.0","2012-06-06","http://www.abc.net.au/atthemovies/txt/s3509274.htm",
"2012","Life In Movement","3.5","3.0","2012-04-11","http://www.abc.net.au/atthemovies/txt/s3464893.htm",
"2012","Lawless","4.0","4.0","2012-10-03","http://www.abc.net.au/atthemovies/txt/s3589669.htm",
"2012","The Way","3.0","3.5","2012-04-25","http://www.abc.net.au/atthemovies/txt/s3479282.htm",
"2012","The Hunger Games","1.5","2.0","2012-03-21","http://www.abc.net.au/atthemovies/txt/s3442322.htm",
"2012","The Lucky One","2.5","3.0","2012-04-18","http://www.abc.net.au/atthemovies/txt/s3478531.htm",
"2012","The Impossible","4.0","4.0","2012-12-05","http://www.abc.net.au/atthemovies/txt/s3637806.htm",
"2012","Argo","4.5","4.0","2012-10-24","http://www.abc.net.au/atthemovies/txt/s3606900.htm",
"2012","The Kid With A Bike","4.0","4.5","2012-03-14","http://www.abc.net.au/atthemovies/txt/s3441484.htm",
"2012","Anton Chekhov's The Duel","2.5","4.0","2012-06-06","http://www.abc.net.au/atthemovies/txt/s3509329.htm",
"2012","The Bourne Legacy","4.0","4.0","2012-08-15","http://www.abc.net.au/atthemovies/txt/s3552435.htm",
"2012","Hitchcock","3.5","3.0","2012-12-05","http://www.abc.net.au/atthemovies/txt/s3637796.htm",
"2012","Life of Pi","4.0","4.0","2012-12-05","http://www.abc.net.au/atthemovies/txt/s3637790.htm",
"2012","A Dangerous Method","4.0","4.0","2012-03-28","http://www.abc.net.au/atthemovies/txt/s3461278.htm",
"2012","The Three Stooges","2.5","3.5","2012-06-27","http://www.abc.net.au/atthemovies/txt/s3527809.htm",
"2012","Any Questions For Ben?","3.5","3.0","2012-02-08","http://www.abc.net.au/atthemovies/txt/s3422392.htm",
"2012","Black & White & Sex","3.5","3.5","2012-03-21","http://www.abc.net.au/atthemovies/txt/s3442319.htm",
"2012","Project X","0","3.5","2012-02-29","http://www.abc.net.au/atthemovies/txt/s3430711.htm",
"2012","Killing Them Softly","4.5","4.0","2012-10-10","http://www.abc.net.au/atthemovies/txt/s3601830.htm",
"2012","Rebellion","3.5","3.5","2012-04-11","http://www.abc.net.au/atthemovies/txt/s3464891.htm",
"2012","Killer Elite","3.0","3.0","2012-02-22","http://www.abc.net.au/atthemovies/txt/s3422412.htm",
"2012","Safety Not Guaranteed","4.0","4.0","2012-10-17","http://www.abc.net.au/atthemovies/txt/s3606808.htm",
"2012","Careless Love","3.5","3.0","2012-05-16","http://www.abc.net.au/atthemovies/txt/s3492151.htm",
"2012","Me And You","","","2012-05-30","http://www.abc.net.au/atthemovies/txt/s3492149.htm",
"2012","Last Dance","2.0","4.0","2012-10-31","http://www.abc.net.au/atthemovies/txt/s3615687.htm",
"2012","Wreck-it Ralph","3.5","","2012-11-28","http://www.abc.net.au/atthemovies/txt/s3637804.htm",
"2012","Carnage","3.5","4.0","2012-02-29","http://www.abc.net.au/atthemovies/txt/s3430692.htm",
"2012","Taken 2","2.0","2.5","2012-10-03","http://www.abc.net.au/atthemovies/txt/s3601826.htm",
"2012","Tomboy","4.0","4.5","2012-03-28","http://www.abc.net.au/atthemovies/txt/s3461276.htm",
"2012","The Campaign","2.5","3.0","2012-08-08","http://www.abc.net.au/atthemovies/txt/s3552382.htm",
"2012","The Words","3.5","3.0","2012-10-10","http://www.abc.net.au/atthemovies/txt/s3602078.htm",
"2012","Spud","3.0","3.5","2012-04-18","http://www.abc.net.au/atthemovies/txt/s3475176.htm",
"2012","Searching For Sugarman : Web Only Review","","4.0","2012-10-17","http://www.abc.net.au/atthemovies/txt/s3607032.htm",
"2012","Bernie","3.5","4.0","2012-08-15","http://www.abc.net.au/atthemovies/txt/s3552396.htm",
"2012","Bait","2.5","3.5","2012-09-19","http://www.abc.net.au/atthemovies/txt/s3589652.htm",
"2012","Seven Psychopaths","4.0","4.0","2012-11-07","http://www.abc.net.au/atthemovies/txt/s3615682.htm",
"2012","Catch Up-Wrap Up for July 2012","","","2012-08-08","http://www.abc.net.au/atthemovies/txt/s3552384.htm",
"2012","Tai Chi 0","3.0","3.5","2012-09-26","http://www.abc.net.au/atthemovies/txt/s3589655.htm",
"2012","Wish You Were Here","4.5","4.0","2012-04-25","http://www.abc.net.au/atthemovies/txt/s3479287.htm",
"2012","The Deep Blue Sea","4.0","2.0","2012-04-11","http://www.abc.net.au/atthemovies/txt/s3469327.htm",
"2012","Near Dark","","","2012-04-11","http://www.abc.net.au/atthemovies/txt/s3464889.htm",
"2012","The Man With The Iron Fists","2.5","3.5","2012-11-28","http://www.abc.net.au/atthemovies/txt/s3637782.htm",
"2012","Mirror Mirror","3.5","4.0","2012-03-28","http://www.abc.net.au/atthemovies/txt/s3455389.htm",
"2012","Monsieur Lazhar","3.5","3.0","2012-09-05","http://www.abc.net.au/atthemovies/txt/s3566427.htm",
"2012","The Sessions","4.5","4.0","2012-11-07","http://www.abc.net.au/atthemovies/txt/s3621560.htm",
"2012","Brave","3.0","2.5","2012-06-20","http://www.abc.net.au/atthemovies/txt/s3509331.htm",
"2012","The Rum Diary","3.5","4.0","2012-03-14","http://www.abc.net.au/atthemovies/txt/s3422403.htm",
"2012","Delicacy","3.0","3.0","2012-05-02","http://www.abc.net.au/atthemovies/txt/s3484852.htm",
"2012","Goodbye First Love","3.5","2.5","2012-04-04","http://www.abc.net.au/atthemovies/txt/s3461281.htm",
"2012","Buck","2.5","4.0","2012-02-15","http://www.abc.net.au/atthemovies/txt/s3426627.htm",
"2012","Salmon Fishing In The Yemen","3.0","3.5","2012-04-04","http://www.abc.net.au/atthemovies/txt/s3461279.htm",
"2012","Trouble With The Curve","3.5","3.0","2012-11-28","http://www.abc.net.au/atthemovies/txt/s3637777.htm",
"2012","A Deeper Shade Of Blue : Web Only Review","","4.0","2012-03-21","http://www.abc.net.au/atthemovies/txt/s3455385.htm",
"2012","Le Chef","1.5","2.5","2012-06-13","http://www.abc.net.au/atthemovies/txt/s3509334.htm",
"2012","Looper","3.5","4.0","2012-09-26","http://www.abc.net.au/atthemovies/txt/s3589684.htm",
"2012","Snow White &The; Huntsman","3.0","4.0","2012-06-20","http://www.abc.net.au/atthemovies/txt/s3526221.htm",
"2012","Beasts Of The Southern Wild","3.5","4.5","2012-09-05","http://www.abc.net.au/atthemovies/txt/s3566424.htm",
"2012","Your Sister's Sister","4.0","4.0","2012-08-29","http://www.abc.net.au/atthemovies/txt/s3564384.htm",
"2012","Miss Bala","3.5","2.5","2012-11-21","http://www.abc.net.au/atthemovies/txt/s3626006.htm",
"2012","Bully","3.0","3.0","2012-08-15","http://www.abc.net.au/atthemovies/txt/s3552445.htm",
"2012","Holy Motors","3.5","4.0","2012-08-22","http://www.abc.net.au/atthemovies/txt/s3564351.htm",
"2012","Frankenweenie","4.0","4.5","2012-10-24","http://www.abc.net.au/atthemovies/txt/s3607020.htm",
"2012","Silent Souls","4.0","3.5","2012-05-16","http://www.abc.net.au/atthemovies/txt/s3492148.htm",
"2012","The Grey","2.5","2.5","2012-02-15","http://www.abc.net.au/atthemovies/txt/s3422416.htm",
"2012","Quartet","4.0","3.5","2012-12-05","http://www.abc.net.au/atthemovies/txt/s3637785.htm",
"2012","Gone","3.5","2.5","2012-02-29","http://www.abc.net.au/atthemovies/txt/s3430706.htm",
"2012","Coriolanus","2.0","4.0","2012-03-07","http://www.abc.net.au/atthemovies/txt/s3430710.htm",
"2012","Arbitrage","4.0","4.0","2012-09-26","http://www.abc.net.au/atthemovies/txt/s3589680.htm",
"2012","Madagascar 3 Europe's Most Wanted","","3.5","2012-09-05","http://www.abc.net.au/atthemovies/txt/s3566423.htm",
"2012","I Wish","4.0","3.5","2012-10-03","http://www.abc.net.au/atthemovies/txt/s3589647.htm",
"2012","Elena","4.0","4.0","2012-06-13","http://www.abc.net.au/atthemovies/txt/s3509335.htm",
"2012","Swerve","3.0","3.5","2012-06-06","http://www.abc.net.au/atthemovies/txt/s3509328.htm",
"2012","My Week With Marilyn","4.0","4.0","2012-02-15","http://www.abc.net.au/atthemovies/txt/s3422418.htm",
"2012","The Dictator","3.5","4.0","2012-05-16","http://www.abc.net.au/atthemovies/txt/s3492143.htm",
"2012","Tyrannosaur","4.0","3.5","2012-02-22","http://www.abc.net.au/atthemovies/txt/s3422407.htm",
"2012","God Bless America","3.5","3.0","2012-11-14","http://www.abc.net.au/atthemovies/txt/s3623679.htm",
"2012","The Five Year Engagement","3.5","4.0","2012-05-02","http://www.abc.net.au/atthemovies/txt/s3484851.htm",
"2012","The Master","4.5","4.5","2012-11-07","http://www.abc.net.au/atthemovies/txt/s3615694.htm",
"2012","Hit & Run","2.5","3.5","2012-09-05","http://www.abc.net.au/atthemovies/txt/s3566428.htm",
"2012","Late Bloomers","1.5","2.0","2012-02-22","http://www.abc.net.au/atthemovies/txt/s3430697.htm",
"2012","Sightseers","3.5","4.0","2012-11-28","http://www.abc.net.au/atthemovies/txt/s3628781.htm",
"2012","Iron Sky","3.0","3.0","2012-05-09","http://www.abc.net.au/atthemovies/txt/s3484613.htm",
"2012","Extremely Loud and Incredibly Close","3.0","3.0","2012-02-22","http://www.abc.net.au/atthemovies/txt/s3430695.htm",
"2012","Chinese Takeaway","3.5","3.5","2012-08-29","http://www.abc.net.au/atthemovies/txt/s3564374.htm",
"2012","Thirst : Web Only Review","","4.0","2012-03-21","http://www.abc.net.au/atthemovies/txt/s3455383.htm",
"2012","Trishna","3.5","4.0","2012-05-09","http://www.abc.net.au/atthemovies/txt/s3481321.htm",
"2012","A Royal Affair","3.5","4.0","2012-06-20","http://www.abc.net.au/atthemovies/txt/s3509345.htm",
"2012","Celeste and Jesse Forever","3.5","4.0","2012-11-28","http://www.abc.net.au/atthemovies/txt/s3626007.htm",
"2012","21 Jump Street","2.5","3.0","2012-03-14","http://www.abc.net.au/atthemovies/txt/s3441488.htm",
"2012","Not Suitable For Children","4.0","4.0","2012-07-11","http://www.abc.net.au/atthemovies/txt/s3527806.htm",
"2012","Picnic At Hanging Rock","","","2012-11-21","http://www.abc.net.au/atthemovies/txt/s3626005.htm",
"2012","Dead Europe","3.5","3.5","2012-11-14","http://www.abc.net.au/atthemovies/txt/s3621561.htm",
"2012","Bel Ami","2.5","3.0","2012-05-23","http://www.abc.net.au/atthemovies/txt/s3492153.htm",
"2012","Damsels In Distress","4.0","4.0","2012-08-29","http://www.abc.net.au/atthemovies/txt/s3566406.htm",
"2012","Ruby Sparks","4.0","4.0","2012-09-19","http://www.abc.net.au/atthemovies/txt/s3552458.htm",
"2012","Skyfall","4.5","4.0","2012-11-21","http://www.abc.net.au/atthemovies/txt/s3623688.htm",
"2012","Declaration of War","4.0","4.0","2012-05-23","http://www.abc.net.au/atthemovies/txt/s3492159.htm",
"2012","Empire of Silver (Web Only Review)","3.0","","2012-05-23","http://www.abc.net.au/atthemovies/txt/s3492158.htm",
"2012","This Must Be The Place","4.0","3.5","2012-04-04","http://www.abc.net.au/atthemovies/txt/s3464888.htm",
"2012","Once Upon A Time In Anatolia","4.5","4.5","2012-05-23","http://www.abc.net.au/atthemovies/txt/s3492156.htm",
"2012","On The Road","3.5","3.5","2012-09-26","http://www.abc.net.au/atthemovies/txt/s3589682.htm",
"2012","Cafe De Flore","3.0","4.5","2012-04-25","http://www.abc.net.au/atthemovies/txt/s3479284.htm",
"2012","The Woman in Black","3.0","3.0","2012-05-16","http://www.abc.net.au/atthemovies/txt/s3492165.htm",
"2012","Robot & Frank","3.5","2.0","2012-11-14","http://www.abc.net.au/atthemovies/txt/s3623673.htm",
"2012","Friends With Kids","2.5","3.5","2012-06-06","http://www.abc.net.au/atthemovies/txt/s3509327.htm",
"2012","Hysteria","2.5","3.5","2012-07-11","http://www.abc.net.au/atthemovies/txt/s3537851.htm",
"2012","Lore","3.0","4.5","2012-09-19","http://www.abc.net.au/atthemovies/txt/s3566392.htm",
"2012","The Wedding Party","3.0","3.0","2012-10-10","http://www.abc.net.au/atthemovies/txt/s3602082.htm",
"2012","Martha Marcy May Marlene","4.0","4.0","2012-02-08","http://www.abc.net.au/atthemovies/txt/s3419717.htm",
"2012","Mental","2.5","4.0","2012-10-03","http://www.abc.net.au/atthemovies/txt/s3600118.htm",
"2012","Wunderkinder","3.0","3.0","2012-08-22","http://www.abc.net.au/atthemovies/txt/s3564358.htm",
"2012","The Giants","3.5","3.0","2012-10-31","http://www.abc.net.au/atthemovies/txt/s3615681.htm",
"2012","Vincent Wants To Sea","3.0","4.0","2012-03-14","http://www.abc.net.au/atthemovies/txt/s3435135.htm",
"2012","Kath & Kimderella","2.0","","2012-09-05","http://www.abc.net.au/atthemovies/txt/s3566429.htm",
"2012","The Artist","4.5","4.0","2012-02-08","http://www.abc.net.au/atthemovies/txt/s3419709.htm",
"2012","The Amazing Spider-Man","3.5","3.0","2012-07-04","http://www.abc.net.au/atthemovies/txt/s3527819.htm",
"2012","Running On Empty","","","2012-11-14","http://www.abc.net.au/atthemovies/txt/s3621559.htm",
"2012","You Will Be My Son (Tu Seras Mon Fils)","3.0","3.5","2012-10-31","http://www.abc.net.au/atthemovies/txt/s3615689.htm",
"2012","2 Days In New York","1","1.5","2012-11-21","http://www.abc.net.au/atthemovies/txt/s3623686.htm",
"2012","Shame","4.0","4.5","2012-02-08","http://www.abc.net.au/atthemovies/txt/s3378130.htm",
"2012","Rock Of Ages","3.5","3.0","2012-06-13","http://www.abc.net.au/atthemovies/txt/s3509332.htm",
"2012","Ice Age 4: Continental Drift","2.5","3.0","2012-06-27","http://www.abc.net.au/atthemovies/txt/s3526167.htm",
"2012","Footnote","3.5","3.0","2012-04-11","http://www.abc.net.au/atthemovies/txt/s3464894.htm",
"2012","Hail","2.5","4.5","2012-10-24","http://www.abc.net.au/atthemovies/txt/s3607042.htm",
"2012","Romantics Anonymous","3.0","4.0","2012-04-18","http://www.abc.net.au/atthemovies/txt/s3478530.htm",
"2012","The Best Exotic Marigold Hotel","3.0","3.5","2012-03-21","http://www.abc.net.au/atthemovies/txt/s3441487.htm",
"2012","Dredd 3D","1.5","3.5","2012-10-24","http://www.abc.net.au/atthemovies/txt/s3607038.htm",
"2012","The Lady","3.5","4.0","2012-04-18","http://www.abc.net.au/atthemovies/txt/s3475175.htm",
"2012","Safe House","3.0","3.5","2012-02-15","http://www.abc.net.au/atthemovies/txt/s3420720.htm",
"2012","Irvine Welsh's Ecstasy","2.5","2.5","2012-04-25","http://www.abc.net.au/atthemovies/txt/s3479278.htm",
"2012","Love Is All You Need","2.5","4.0","2012-11-28","http://www.abc.net.au/atthemovies/txt/s3637775.htm",
"2012","The Avengers","3.5","4.0","2012-05-02","http://www.abc.net.au/atthemovies/txt/s3485705.htm",
"2012","Wuthering Heights","2.0","4.0","2012-10-10","http://www.abc.net.au/atthemovies/txt/s3602083.htm",
"2012","Rise Of The Guardians","","4.0","2012-11-28","http://www.abc.net.au/atthemovies/txt/s3637802.htm",
"2012","Get The Gringo","2.5","3.0","2012-05-23","http://www.abc.net.au/atthemovies/txt/s3492164.htm",
"2012","Beauty","3.5","3.5","2012-08-08","http://www.abc.net.au/atthemovies/txt/s3552378.htm",
"2012","Lincoln","3.5","4.0","2012-12-05","http://www.abc.net.au/atthemovies/txt/s3637792.htm",
"2012","Anna Karenina","4.0","4.5","2012-12-05","http://www.abc.net.au/atthemovies/txt/s3637798.htm",
"2012","End of Watch","1.5","4.0","2012-10-31","http://www.abc.net.au/atthemovies/txt/s3615684.htm",
"2012","Polisse","4.0","3.0","2012-06-27","http://www.abc.net.au/atthemovies/txt/s3527803.htm",
"2012","A Happy Event","2.5","3.0","2012-07-04","http://www.abc.net.au/atthemovies/txt/s3528734.htm",
"2012","Bachelorette","2.0","2.5","2012-10-31","http://www.abc.net.au/atthemovies/txt/s3615680.htm",
"2012","The Vow","2.5","3.0","2012-02-15","http://www.abc.net.au/atthemovies/txt/s3425056.htm",
"2012","The Angels' Share","4.0","4.5","2012-11-14","http://www.abc.net.au/atthemovies/txt/s3623675.htm",
"2012","King Of Devil's Island","3.5","4.0","2012-05-09","http://www.abc.net.au/atthemovies/txt/s3479280.htm",
"2012","The Raid","3.0","3.5","2012-03-21","http://www.abc.net.au/atthemovies/txt/s3442321.htm",
"2012","Safe","2.5","3.0","2012-05-09","http://www.abc.net.au/atthemovies/txt/s3481320.htm",
"2012","The King Is Dead!","3.0","4.0","2012-07-11","http://www.abc.net.au/atthemovies/txt/s3537882.htm",
"2012","Like Crazy","4.0","4.0","2012-02-29","http://www.abc.net.au/atthemovies/txt/s3430702.htm",
"2012","Last Will","3.0","3.0","2012-09-19","http://www.abc.net.au/atthemovies/txt/s3552448.htm",
"2012","Les Misérables","4.0","4.5","2012-12-05","http://www.abc.net.au/atthemovies/txt/s3623687.htm",
"2012","A Separation","5.0","5.0","2012-02-29","http://www.abc.net.au/atthemovies/txt/s3430715.htm",
"2012","Where Do We Go Now?","3.5","3.0","2012-07-04","http://www.abc.net.au/atthemovies/txt/s3528736.htm",
"2012","Shadow Dancer","4.0","3.0","2012-10-10","http://www.abc.net.au/atthemovies/txt/s3602080.htm",
"2012","Take This Waltz","4.0","4.0","2012-06-13","http://www.abc.net.au/atthemovies/txt/s3509336.htm",
"2012","Abraham Lincoln: Vampire Hunter","1","2.5","2012-08-01","http://www.abc.net.au/atthemovies/txt/s3552386.htm",
"2012","Liberal Arts","3.5","4.0","2012-11-28","http://www.abc.net.au/atthemovies/txt/s3637784.htm",
"2012","The Intouchables","3.0","3.0","2012-10-24","http://www.abc.net.au/atthemovies/txt/s3607041.htm",
"2012","Contraband","3.0","3.5","2012-02-22","http://www.abc.net.au/atthemovies/txt/s3430700.htm",
"2012","Moonrise Kingdom","3.5","4.0","2012-08-29","http://www.abc.net.au/atthemovies/txt/s3564373.htm",
"2012","Headhunters","4.0","4.0","2012-03-07","http://www.abc.net.au/atthemovies/txt/s3441512.htm",
"2012","Ted","3.5","3.5","2012-07-04","http://www.abc.net.au/atthemovies/txt/s3528744.htm",
"2012","Hope Springs","4.0","1.5","2012-08-22","http://www.abc.net.au/atthemovies/txt/s3552440.htm",
"2012","Storm Surfers (3D)","","4.0","2012-08-08","http://www.abc.net.au/atthemovies/txt/s3552380.htm",
"2012","John Carter","2.5","3.0","2012-03-07","http://www.abc.net.au/atthemovies/txt/s3441514.htm",
"2012","Battleship","3.0","2.5","2012-04-18","http://www.abc.net.au/atthemovies/txt/s3464899.htm",
"2012","W.E.","3.0","3.5","2012-05-02","http://www.abc.net.au/atthemovies/txt/s3485698.htm",
"2012","The Pirates! Band of Misfits","3.5","2.5","2012-04-04","http://www.abc.net.au/atthemovies/txt/s3464879.htm",
"2012","The Dark Knight Rises","","4.0","2012-07-19","http://www.abc.net.au/atthemovies/txt/s3549925.htm",
"2012","Dark Shadows","3.5","4.0","2012-05-16","http://www.abc.net.au/atthemovies/txt/s3492147.htm",
"2012","Savages","4.0","4.0","2012-10-17","http://www.abc.net.au/atthemovies/txt/s3606737.htm",
"2012","Alex Cross","3.0","3.0","2012-11-07","http://www.abc.net.au/atthemovies/txt/s3615679.htm",
"2012","To Rome With Love","2.5","1","2012-10-17","http://www.abc.net.au/atthemovies/txt/s3606953.htm",
"2012","Man On A Ledge","3.5","3.5","2012-02-08","http://www.abc.net.au/atthemovies/txt/s3378128.htm",
"2012","The Perks of Being A Wallflower","4.0","2.5","2012-11-21","http://www.abc.net.au/atthemovies/txt/s3623685.htm",
"2012","Marley","3.5","4.0","2012-06-20","http://www.abc.net.au/atthemovies/txt/s3526161.htm",
"2012","Margin Call","4.0","4.0","2012-03-07","http://www.abc.net.au/atthemovies/txt/s3441511.htm",
"2012","Total Recall","1.5","2.0","2012-08-22","http://www.abc.net.au/atthemovies/txt/s3564372.htm",
"2012","Margaret","4.0","4.5","2012-06-27","http://www.abc.net.au/atthemovies/txt/s3526163.htm",
"2012","The Sapphires","4.0","4.0","2012-08-08","http://www.abc.net.au/atthemovies/txt/s3537887.htm",
"2012","Act Of Valor","2.5","3.5","2012-05-09","http://www.abc.net.au/atthemovies/txt/s3478532.htm",
"2011","Mrs Carey's Concert","4.5","4.0","2011-04-27","http://www.abc.net.au/atthemovies/txt/s3194839.htm",
"2011","The Women on the 6th Floor","3.5","3.5","2011-11-30","http://www.abc.net.au/atthemovies/txt/s3376795.htm",
"2011","True Grit","4.5","4.0","2011-02-09","http://www.abc.net.au/atthemovies/txt/s3092884.htm",
"2011","Anonymous","3.5","4.0","2011-11-02","http://www.abc.net.au/atthemovies/txt/s3346833.htm",
"2011","Our Idiot Brother","3.5","4.0","2011-11-02","http://www.abc.net.au/atthemovies/txt/s3326985.htm",
"2011","Crazy Stupid Love","4.0","4.0","2011-09-28","http://www.abc.net.au/atthemovies/txt/s3307847.htm",
"2011","Wasted On The Young","3.5","4.0","2011-03-02","http://www.abc.net.au/atthemovies/txt/s3136521.htm",
"2011","The Iron Lady","4.5","4.0","2011-11-30","http://www.abc.net.au/atthemovies/txt/s3360429.htm",
"2011","Project Nim","4.0","4.0","2011-09-28","http://www.abc.net.au/atthemovies/txt/s3307853.htm",
"2011","Inside Job","3.5","4.0","2011-02-16","http://www.abc.net.au/atthemovies/txt/s3092948.htm",
"2011","The Salt of Life","3.5","","2011-11-30","http://www.abc.net.au/atthemovies/txt/s3374234.htm",
"2011","POM Wonderful Presents: The Greatest Movie Ever Sold","2.0","3.0","2011-08-10","http://www.abc.net.au/atthemovies/txt/s3274716.htm",
"2011","The Way Back","4.0","4.0","2011-02-23","http://www.abc.net.au/atthemovies/txt/s3136510.htm",
"2011","Hanna","3.0","3.0","2011-07-27","http://www.abc.net.au/atthemovies/txt/s3261432.htm",
"2011","Super 8","3.5","3.5","2011-06-08","http://www.abc.net.au/atthemovies/txt/s3230723.htm",
"2011","Rio","4.0","","2011-04-06","http://www.abc.net.au/atthemovies/txt/s3173873.htm",
